measured_at;28;29;30;36;37;38;39;40;41;42;43;73;74;76;116;149;150;151;152;157;196;197;198;199;200;201;213;222;225;231;233;234;235;237;238;270;271;295;298;301;302;303;304;305;307;308;346;347;348;378;380;385;387;390;391;393;394;395;396;397;398;399;400;401;402;403;404;405;447;450;459;460;466;468;469;538;541;542;561;570;573;577;580;581;582;583;585;586;622;623;624;625;626;657;658;659;682;691;692;693;694;695;697;698;705;706;707;708;709;738;740;741
2024-10-01T00:00:00.000Z;3225,874546;115,875444;537,250073;261,416836;116,154475;378,513196;115,079119;113,165412;447,090998;99,596842;349,855574;361,520115;2947,979097;601,032192;565,588090;452,548931;3668,352655;119,457647;1211,704185;116,196452;126,815488;382,224393;1680,544761;118,078533;449,002438;104,994866;464,330457;328,513126;237,039413;99,853106;1706,934817;124,994887;610,578713;84,862263;510,158480;109,431763;453,921042;214,341022;114,865978;108,304845;445,049658;3337,889692;118,614783;1135,470016;88,617044;472,919851;116,161036;115,137176;434,475456;3242,695924;561,762114;315,680588;367,423808;275,665582;1956,585521;248,747744;2314,870062;1631,224585;116,982244;339,355870;124,417558;333,736487;1623,094841;116,938238;388,348264;1497,230707;101,838441;339,695235;111,311485;122,741070;123,248045;362,675484;330,981911;117,862189;580,029596;274,485817;120,203365;515,421955;317,369506;401,663544;211,945718;542,020584;505,399281;1787,058731;113,138285;589,347074;81,581023;434,917565;115,525257;338,120501;112,946341;423,597451;103,796248;3161,014071;119,687004;581,430046;404,180631;105,345965;436,912519;3198,172313;117,656031;580,605012;82,361405;446,174109;121,746318;321,975324;114,144231;359,338353;103,419307;517,113059;81,456252;428,169979
2024-11-01T00:00:00.000Z;3885,280900;110,553233;648,275446;282,302467;106,468016;407,812513;105,756576;102,677784;498,153605;88,935662;372,431131;363,935291;3517,676364;751,585045;674,939257;511,825086;4550,260062;127,563964;1545,595497;109,531708;121,937096;396,747876;1893,049412;111,365031;493,496460;100,255349;576,829186;359,184695;244,924733;91,314231;1981,176906;133,270320;759,372327;86,712769;642,829812;99,177657;486,155947;256,709151;110,710407;97,492035;475,135281;3990,716302;120,672563;1409,383441;84,988461;599,546801;106,897197;104,556138;449,426802;3715,245144;695,957668;312,407503;392,824629;279,722043;2377,048921;263,835980;2510,146109;2021,655210;103,808622;330,634997;113,259644;312,886986;1777,159487;105,596120;384,717896;1818,050336;91,682361;338,293799;102,630648;122,107634;112,129047;359,489988;330,494911;116,824809;712,399997;351,736285;136,210098;678,038638;382,712676;501,459760;251,751186;673,883052;546,160171;2129,084394;121,476148;699,450257;93,864571;548,112483;106,056711;319,171550;103,670666;440,258419;96,156405;3518,444280;122,564520;710,654660;506,235971;98,633124;449,188010;3653,543885;116,553385;719,123080;85,778639;561,409096;110,209609;309,454103;102,532536;359,682570;92,936137;614,529365;102,239225;552,152855
2024-12-01T00:00:00.000Z;4772,289767;122,496929;844,423474;308,672718;107,977773;471,292372;100,555297;99,571935;568,424485;89,121860;438,810815;385,136089;4188,787372;940,950764;824,307569;562,248220;5122,693334;144,111624;1787,236131;108,293972;120,523367;428,302470;1991,740933;107,835858;538,580185;101,421438;692,257842;393,447165;259,640334;90,116582;2207,334155;160,701049;931,546969;104,531081;822,049764;97,457107;565,529010;317,367560;125,473081;97,015921;545,578582;4860,427724;140,106159;1839,833542;95,573663;819,023495;107,522749;104,665041;503,879824;4422,413026;922,866276;320,454214;433,586086;292,046876;2912,752959;300,835924;2844,677136;2541,704615;103,546641;360,416289;112,148203;319,808368;1987,734361;103,725369;404,966961;2242,468140;92,327162;372,461096;102,693600;138,256868;112,491725;390,926712;363,651601;124,117366;912,247546;478,955381;185,867468;947,386114;470,824178;602,642534;323,867685;860,285503;620,279525;2503,978604;142,465729;847,079541;125,647362;723,792336;100,001917;324,855340;101,665917;477,226081;93,714956;3934,918420;146,878206;901,449954;678,893191;99,806070;485,251818;4203,044836;132,211867;926,710034;105,849544;763,060794;105,646992;321,467068;97,141731;383,726913;89,800872;734,702462;147,528130;743,546676
2025-01-01T00:00:00.000Z;4706,110736;119,876921;849,578736;301,288544;102,734203;461,491002;96,436741;97,719731;556,909747;83,720634;433,668189;389,717973;4223,285127;979,290476;822,290089;572,068850;5020,365906;141,428369;1753,391978;102,867369;115,961943;426,910556;1894,831889;103,770020;526,397723;100,775839;701,178216;361,947688;237,891290;80,215646;2129,595248;161,236167;940,703454;101,880803;827,085516;93,257046;542,857076;332,012104;120,323352;92,266058;539,253594;4624,180527;135,114224;1816,594555;93,299434;796,804312;104,016949;99,160437;474,641263;4152,388890;925,141268;304,738128;423,505417;258,784493;2777,623604;312,028544;2851,388364;2469,743760;96,779105;336,705318;106,088054;302,397289;1819,131565;96,790296;377,783876;2109,241001;86,463454;349,342791;94,795563;135,471368;106,294874;369,108645;346,462155;117,108387;878,256497;469,316182;184,972797;901,671334;440,197267;566,777991;307,777552;805,084396;607,933457;2363,720553;139,282919;796,006264;123,633820;690,874831;96,702102;311,198591;99,646795;450,110361;91,596006;3665,661097;143,324979;887,511969;657,126242;89,823748;462,677805;3880,090707;125,919210;907,253572;102,882032;724,910880;101,296604;308,953869;93,639101;362,561783;87,072878;673,974765;146,759653;707,896957
2025-02-01T00:00:00.000Z;3726,691765;102,927510;677,718543;248,851045;87,679976;359,684864;80,514317;82,333078;447,622332;71,039201;359,377461;298,125138;3292,755762;758,697062;651,425392;464,205773;4210,468726;125,158425;1467,846101;88,810030;96,193289;357,886876;1511,479358;86,698296;436,892043;87,362038;545,908305;275,638245;190,784341;63,289326;1730,446533;142,335968;770,949426;89,632998;686,548926;80,271520;437,355833;263,737276;102,715137;77,451888;404,313246;3651,645052;113,890838;1456,417598;80,450178;654,651574;89,994984;85,693378;392,753174;3235,004438;730,757399;247,996337;360,129278;189,555827;2298,589544;257,210247;2485,296388;1917,751096;82,098139;275,154869;90,033926;250,543662;1389,222370;82,190801;311,564799;1639,703618;74,009310;296,192345;77,324474;115,778509;90,484333;304,710679;288,154314;102,317975;710,810564;402,048114;154,338661;694,644425;339,881700;459,208055;269,174380;631,092438;466,866164;1928,828125;113,994665;638,698989;102,332058;555,152694;81,570685;256,561458;85,370990;373,084780;79,878214;2882,081437;123,436611;710,050719;511,550449;73,827415;339,340576;3042,778275;107,342799;731,731960;88,112517;581,899693;86,818756;262,802525;80,522040;306,189603;74,013417;530,274631;124,631484;564,386002
2025-03-01T00:00:00.000Z;3331,095742;102,634087;600,294348;228,719260;91,182157;334,381856;82,870363;83,722817;415,004531;72,981222;358,742464;247,683017;2951,176016;674,223499;580,114061;412,040343;3910,350244;140,739963;1397,554623;89,462832;95,058445;346,791342;1350,755111;85,971722;423,297252;89,507538;504,338859;227,918045;175,441749;60,219372;1584,421104;148,207819;712,101289;95,676370;646,430677;82,520477;417,501402;250,109536;106,512986;78,326577;357,845749;3327,145072;115,481220;1351,922774;83,278041;632,783922;94,680799;90,629838;383,329175;2874,844389;647,984004;230,942784;356,442905;169,434985;2132,033345;244,364271;2495,155079;1760,854887;85,063103;272,434618;94,180955;249,643345;1237,046806;85,727228;306,981820;1476,774123;77,267594;299,026636;76,222401;116,525366;95,677517;305,083246;292,295489;102,712462;669,146538;380,007306;149,976149;625,550938;281,243464;419,349627;257,553842;564,406815;397,678407;1769,527027;109,672651;582,850577;97,258646;509,087488;82,622474;245,218562;88,730773;362,529038;84,003807;2551,777703;130,858622;637,289183;437,864288;71,941229;277,669900;2718,868774;107,705400;678,963897;87,608242;538,211729;90,016664;269,124270;84,573268;303,830276;77,785656;485,682536;117,755874;505,231479
2025-04-01T00:00:00.000Z;2491,217938;98,064536;456,186823;178,913290;82,834087;264,564222;73,707497;74,215219;336,319550;65,364324;303,836336;186,263950;2229,234123;518,174599;447,321084;314,611600;2940,128612;123,923561;1072,252763;77,225314;83,847186;294,124929;1017,576070;75,234463;357,580085;79,059536;383,384240;165,339620;129,495878;48,920291;1204,785067;124,674877;552,056941;83,817912;496,822826;74,528961;333,578991;190,407237;96,398268;68,008042;264,119460;2463,963622;104,484836;1039,054413;75,139578;497,649211;88,050273;83,257034;316,997244;2080,298765;485,361213;181,720231;303,693506;132,212259;1647,601077;193,621250;2107,925962;1285,581940;75,546692;225,571262;84,427208;210,326931;889,326886;76,770953;257,668297;1062,726895;69,668822;254,952278;64,513216;108,903487;86,405318;257,920155;254,795535;88,345667;534,062398;295,592620;138,151601;466,102527;201,763723;324,027229;208,659958;421,250202;291,721636;1360,377905;90,774010;446,220432;81,280820;390,740160;73,661868;203,663661;80,298942;303,359629;77,897972;1885,174954;119,743581;485,357401;324,177762;61,980824;188,840566;1992,977893;97,452035;519,330412;78,378307;416,641066;80,351609;231,601870;76,530996;257,390359;71,008675;367,591298;102,742434;391,667861
2025-05-01T00:00:00.000Z;1732,072422;101,000252;343,244917;141,123821;80,663590;210,359437;70,590117;70,426489;269,777031;63,204583;260,375453;135,979080;1559,359558;377,678049;339,078790;229,746348;2102,493821;108,782575;809,369803;73,647952;78,126107;254,758414;719,621299;70,635749;311,552785;78,739278;272,882661;114,525301;95,746567;42,699822;843,760291;113,778183;412,085436;79,396000;380,346258;69,968113;276,461512;145,545726;93,054711;62,695482;185,272025;1676,468078;101,221717;788,207914;74,803113;376,600598;85,128165;81,898821;271,979324;1404,538693;357,914089;144,875686;265,471166;96,707498;1246,541275;157,420039;1832,719592;873,525553;71,651979;193,739196;81,278421;182,099996;600,820779;74,089793;223,129866;714,094258;67,895956;227,170098;58,872774;107,402495;83,341124;227,896775;232,110228;82,087316;408,805979;226,099120;132,013176;331,544348;140,279883;240,873321;165,382944;305,284768;206,503537;984,521314;79,783803;337,259275;72,488386;285,659734;68,434799;168,617970;77,019171;257,915351;76,162450;1281,866276;120,919927;357,721883;231,163434;56,473657;122,617869;1351,939528;96,805918;391,051296;77,719243;311,881396;76,142080;205,116394;73,591872;226,697364;69,249062;267,497619;97,120702;279,988458
2025-06-01T00:00:00.000Z;1229,852330;96,418281;268,866929;112,640125;74,969094;165,512586;64,954380;63,633862;216,157659;58,510879;221,720913;95,587092;1057,068068;282,023459;262,837466;167,964835;1345,804349;101,186550;599,083562;64,749507;68,203041;207,889218;465,017031;62,142290;255,932740;73,669423;198,885972;85,719766;70,106575;34,980130;568,265062;110,167089;310,155608;86,090773;290,028309;63,540630;233,886277;123,110571;87,657837;56,930689;140,490496;1172,141772;95,989081;615,376137;71,310108;292,475904;79,220474;78,375850;231,368276;963,251853;271,608132;112,498762;226,074285;75,329576;926,741654;126,269744;1566,153519;568,601340;64,320367;159,451576;73,568375;150,140081;386,149730;66,970064;185,133294;459,927501;61,985907;192,945243;51,997060;99,309591;77,079007;193,133651;199,099573;75,621588;318,941719;185,886993;120,454179;240,161947;99,010163;196,633318;140,923522;228,177417;154,344070;713,620383;71,703703;257,743947;67,435078;212,380328;61,806699;137,222814;70,987398;217,223696;71,517095;866,041743;116,424149;278,281044;180,572959;50,916905;81,483532;923,941614;92,616340;307,815377;74,888828;242,273128;68,957284;177,014092;67,052892;193,174058;64,052424;195,152612;91,300366;199,307925
